name,latitude,longitude,ratings,no_of_reviews,hotel type,small_photo,price,services,services2,services3,services4,category
Hotel Ambassador,27.7187907,85.3175306,4.4,792,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5HT7kTubGp-J27aQwpVdafeEXKeGp7TheM52Zwgr43dFnlEeBKpgf6jdz8yNXwNPRq5xJ6q6Wm4OCOMmw7isQMSusxnV_Qx6y269d9h4GxH0GBM6Cw8k1Qrixa2BvadPPQSZKjyNA0PV8aN2YwoYLO4oVCaWURa1atKNLawVEWvztkAPuRuldw=w1200-h1200-k-no,"NPR 7,991",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
Kathmandu Aagantuk Hotel,27.717445,85.3111515,4.3,105,Hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5EmLm1mGQPNPV-NketGPKDP-LAVwN6CK6QC4REJ5BmVB8zUSbkT2tchU-Nv5sFxT-YNAVUxT0ul_NFfl_VOIdUUBZAIwM0AFDXZgHowdEGdoBsIvh7pu70WQsmP09GxXgfh24xlX8vn1Hz0N4X7xZxaxaz2uaEIFKU4znyvvOoUC1o32oG06LOw=w1200-h1200-k-no,"NPR 3,942",,,,,hotel
Hotel Buddha Land,27.7119185,85.3128881,4.0,89,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5HrlVxD1pziVXcKPwI30vuBb4Yi1f04RcHJZBEuGieE8u_1XwaGftTzKjpllln4RDWy0I3YK1mQUqZzkmm04BZqNfVtPcXOx00zxkKLoaUmWTcU4MYivqXohS9OzDXaViQ7klXNTZQt6V_Fj9YxAJ8AlyNkCDpYnE1Setazpqr1dUwf0npVgdlS=w1200-h1200-k-no,"NPR 1,892",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
Hotel Friends Home,27.711546,85.3130445,4.5,326,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5FRkkgN_vm3gyNycPJNmEc5HtW9HaBmnMumMgVXfOuxOSP6rUeTX5xIByOoW3TMVFZxWwZQFT92H073FC0n0Im4HYwJRqtlf75rAHWULGzt89ORN0V9B92HBEJ-Lky1qcQF5-lUmMKqC6U_PHWUvyvvpX_qFPZwmGJKvU1laaRzFss7EUnF_AWh=w1200-h1200-k-no,"NPR 3,312",Free Wi-Fi,Breakfast,Wi-Fi,Airport shuttle,hotel
Hotel Akama Ltd.,27.733685,85.3443484,4.5,1245,4-star hotel,https://lh5.googleusercontent.com/p/AF1QipOJB1lx2dMPN5kZ1-I208jBanFzS4wksXzNfEGF=w1200-h1200-k-no,"NPR 8,672",Pool,Spa,Fitness center,Hot tub,hotel
Hotel Crowne Imperial,27.694799,85.2916323,4.3,500,Hotel,https://lh5.googleusercontent.com/p/AF1QipOAxmA96Y9FhqcDNQ7CkqEWPPTi4Sw3kyJamh_E=w1200-h1200-k-no,"NPR 7,491",Pool,Fitness center,Free Wi-Fi,Free parking,hotel
Nepali Ghar Hotel,27.7165024,85.3129434,4.6,370,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5H6VqAqSti6EPalXrwYdlcp_Y_bgdaFcssF_AVN0-2y_EgFHRfkGs7VBiULvERMfSFpbtn_1jbl0z2aM_lHSjfrN6zGO2wN8DaCY5EBO9jYbAWzzv6f27EEjYJCF_GrBU_3VEKK_oZ6kI_VVo6zOGz9Q0rYUiYE6cG9V5mf2Dqj2jmpH4ky8DiW=w1200-h1200-k-no,NPR 10.4K,Free Wi-Fi,Breakfast,Wi-Fi,Parking,hotel
Three Brothers Apartment & Hotel,27.7266111,85.3219227,4.5,235,Hotel,https://lh5.googleusercontent.com/p/AF1QipOGUTxeTrAu7Df07nvLrFgywE4fYFNcfxeU0MoY=w1200-h1200-k-no,"NPR 1,812",Free Wi-Fi,Free parking,Breakfast,Wi-Fi,hotel
Hotel Marshyangdi,27.7170106,85.3099814,4.0,527,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5FQi9sddZRkMZNWlogcFVl0nnG2RnUuNaF2SEDCLd4PcNFSUmWOe6QCOBdhd0dwfetcnbo6JznOVNR5Mcl6JBxfB55b3sywD54tB4KqFH-Vmw6NJzFIby4oTdQcJdOWbMkoyEnNQXACx0ZajnWT-gKrVwEbYRwFwF7tx2MY8pbZC3fAZjl169UX=w1200-h1200-k-no,"NPR 7,065",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
The Address Kathmandu Hotel,27.7134424,85.3102443,4.4,322,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipMTAsn2ZjUojI7q5LPqKA3PZdglUcl1i6AGYU1p=w1200-h1200-k-no,"NPR 5,052",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
The Doors Hotel,27.7154802,85.3087192,4.5,160,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipOpQ1WGRBCnxBLTKfjAL3Iy1n15H2EJg7tULjKy=w1200-h1200-k-no,"NPR 1,840",Free Wi-Fi,Free parking,Air-conditioned,Breakfast,hotel
Hotel Gallery Nepal,27.7168589,85.3094123,4.3,182,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipPQCHgJnTRpIVBSPeHFbrrqdfuBBELUWiVp5E7a=w1200-h1200-k-no,"NPR 1,451",Free Wi-Fi,Wi-Fi,Airport shuttle,Restaurant,hotel
OYO 260 Hotel Cultural Inn,27.7028045,85.3507363,4.0,116,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipOZwLSoPBtw23upBykOq4z-elkAzTBmgxVQXT-M=w1200-h1200-k-no,"NPR 1,500",Free Wi-Fi,Wi-Fi,Restaurant,,hotel
Monkey Bunky-3Monkeys Backpacker's Hostel,27.7141055,85.2846024,4.8,50,Hostel,https://lh5.googleusercontent.com/p/AF1QipN2xL9R-9ozniCz7eet91b1IOqFtH3evlZwV0hG=w1200-h1200-k-no,NPR 767,Free Wi-Fi,Free parking,Wi-Fi,Airport shuttle,hotel
Gurung's Home,27.7215929,85.305508,4.6,157,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5G1Ga-jJ_VrQNKOOt3O0zmztOYyNIrmZ1xSIBigHd5hnEX3dwDFPCMKIpyxRf2YI0nkTl-8Uiwk6llmiVv7mrtfu3jJ65-WIZqy9aRxiAHIsATRB8gsiLDKsm3-vmluQvX9yxlWEERfz_yqexx7qOWTjxactVGychNRYKHfXY63s_bJL8V79wgh=w1200-h1200-k-no,NPR 920,Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
Hotel Ace,27.7153129,85.308464,4.1,38,Hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5EVbHP4LxxFD1Pcw2e9ThRnlCypwPjy_T9rW1hhSYUAaE1MuH6694zeYoM3tSIQ4ZH_i1LJ2hG-kHhHwQscTT0m2R-PvjYW5zRS1mnrDhjTEZo08Po7fXR9HuCnUHEihf8cdTCoBx9hAIgz2OVdMQXGkr1P7QGKFN5bCFF-1j19RY_rONS2TcJx=w1200-h1200-k-no,"NPR 1,641",Free Wi-Fi,Air-conditioned,Wi-Fi,Airport shuttle,hotel
Hotel Maya Boutique & Apartement,27.7121354,85.3133435,4.5,138,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipOZjI2MqJ0Rs3hMrmekn4R6U13SQu6fUCS9YipD=w1200-h1200-k-no,"NPR 4,141",Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,hotel
Family Peace House (P) Ltd.,27.7182067,85.3083462,3.9,47,Guest house,https://lh3.googleusercontent.com/gps-proxy/AE4_-5FHXqsxHqlOXfUAWzcdnjEVtrf2zF3gl6foGXwYmSN7vPxOqWHyHJ9Km8XRUH7sQPPIwax5ykCNcVG3DH2hypfRNPYpCTEz9T2L4ctoq3ZfuttS6iXz2wxIb9jXthiC896DgMeytvDAc4BcxTcdl6TLPah7zAuhAZLjVT9yYcytk2zBe9ZdJtHL=w1200-h1200-k-no,NPR 946,,,,,hotel
Alpine Hotel & Apartment,27.7176074,85.3106765,4.4,289,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5Fi94WwJ0M3UXnaxR7TJgkjOaeS_6_4hS0bvFARvItpNKqWE92S5Ec5JnVQxwH2lrRRVchqTcR0rsRaqV3-1OhrSoRTlYeDtYXN33KoC4f6EPHWHQ6SFg6aHgnLkGiBHYlanJyp1FUiCJprPjfksu26X4iDJY1aaP2VDSnmMUnrMVJm2jts2TZ2=w1200-h1200-k-no,"NPR 2,348",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
BigTree Hostel,27.7168605,85.3078721,4.4,97,Youth hostel,https://lh5.googleusercontent.com/p/AF1QipOykIh57M9QT2m_R5q2TtI3-Z2o7X4uD-6FIlE6=w1200-h1200-k-no,"NPR 1,009",Free Wi-Fi,Wi-Fi,Restaurant,,hotel
Harry's Home,27.7183638,85.3075067,5.0,1,Hotel,https://lh5.googleusercontent.com/p/AF1QipNV0PuEjdE2fY_IAmFYcOWadnBV9rOOFt2xImJ8=w1200-h1200-k-no,"NPR 1,643",,,,,hotel
Vastu Boutique Hotel,27.7122897,85.3133802,4.9,171,Inn,https://lh5.googleusercontent.com/p/AF1QipPTQ_n7LevdHE9K817d0h_kp5tSDGD3Tila19-m=w1200-h1200-k-no,"NPR 6,111",Free Wi-Fi,Wi-Fi,Restaurant,,hotel
Swornim Boutique Hotel Kathmandu (P) Ltd.,27.7171498,85.3305503,4.3,96,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipO1UlAe3HQsMIjI2GWhGkok7Kut5a9EaKrR4gpS=w1200-h1200-k-no,"NPR 4,418",Free Wi-Fi,Air-conditioned,Wi-Fi,Restaurant,hotel
Shangrila Boutique Hotel,27.7134231,85.3134536,4.2,135,1-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5HwKMQ_iTmyFpTMHY0qMUB7yxAslcqweFxNyeFa9CKb6orglEswTjBbmVJCP08044Kp4iVG0ahaqjjATjBduPw1bcSHx5eVcCryN8naM0iRfbD5T9n3j5QwAAdxUJUou_tFxJdwbEhfQEtKIn-reaF5TW3ZXhbPUAe7DYalpEolUbgGF_vvceWj=w1200-h1200-k-no,"NPR 2,271",Fitness center,Free Wi-Fi,Breakfast,Wi-Fi,hotel
Hotel Lapha Pvt. Ltd.,27.7191983,85.3147633,3.8,116,Hotel,https://lh5.googleusercontent.com/p/AF1QipNYcMDZp3GEJy63mgn-ZinBk24BFaJbSj3qGDoN=w1200-h1200-k-no,"NPR 1,916",Free Wi-Fi,Wi-Fi,Parking,Restaurant,hotel
Kumari Boutique Hotel,27.7123292,85.3133856,4.8,532,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipMhKF5DgwsNe2viIvHgH1GBSYr_vv12P26uGNc=w1200-h1200-k-no,"NPR 6,117",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
Hotel Jampa,27.7162694,85.3107478,4.7,526,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipMecr7N8EUg5FPJSNAwjYZ_BkPAw9VAenuE0jiv=w1200-h1200-k-no,"NPR 4,979",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
The Amadablam Hotel,27.7055169,85.3479152,3.9,883,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5GYu1bzfgmOZjjVnTIKmyAIgRhnVqKzt6kHsHLM9djQNHouEG8uRKBGw5pypt461xtzQbKXzbFuQM154m0MIglqOjQl9oC04oMtoDtXVqDqHtrRYsgBMR2CCIL4qdHc26ipo4wXBblvRHWY9pEibygy27iHj-qPC-SOCFTJ7kO6iHuS2dIfg-tK=w1200-h1200-k-no,"NPR 6,254",Spa,Fitness center,Free Wi-Fi,Free parking,hotel
Karma Hotel Nepal,27.7162746,85.3109678,4.9,117,Hotel,https://lh5.googleusercontent.com/p/AF1QipOXOEuQ0uF5_EVNVMKju9L6JhQeNhz1B1uW54ZX=w1200-h1200-k-no,"NPR 2,925",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
Woodapple Hotel and Spa,27.7166397,85.3079675,4.6,132,Hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5FiQmruRfoNAlP3DToFkp8hEcy7Upkdsi-7NGihIHcOH4y49P6FJJSg6C0AbSzbI-ig8uWVpWk7ygDYzE12O8_Lazu8ok90vntnzqP-IGxsXFK2vxTYeV6Rky8253J4kP2A-hMzyewCFlqeHFm-DGEDq2n6xl1e-ILnhJNXCvbCfJOpvuuZahKB=w1200-h1200-k-no,"NPR 5,914",Spa,Fitness center,Free Wi-Fi,Free parking,hotel
Ocean Inn,27.7218216,85.3598547,5.0,12,Guest house,https://lh5.googleusercontent.com/p/AF1QipMsKdx00hXOwenHzfBtRwClXFTxI6Mbdx36VYo3=w1200-h1200-k-no,"NPR 1,787",Free breakfast,Free Wi-Fi,Free parking,Breakfast,hotel
Hotel Dolphin,27.7173964,85.3120705,3.9,72,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipN-qhiaVFlAPemAtHwqUWZV3Wim3J1zHB9d2tiW=w1200-h1200-k-no,"NPR 1,446",Free Wi-Fi,Breakfast,Wi-Fi,Parking,hotel
Hotel Wawa,27.7182041,85.3243963,4.3,84,Inn,https://lh5.googleusercontent.com/p/AF1QipNFdo-wy4raF5iRDC4REFF4wl0tpc_sS1DBUlsN=w1200-h1200-k-no,"NPR 4,200",Free Wi-Fi,Free parking,Air-conditioned,Breakfast,hotel
Nirvana Green Peace Home,27.7179555,85.3083273,4.0,79,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipNxOdJLqcTzTxq6hFnUN6cT6dG-fENFxFVhA5jg=w1200-h1200-k-no,"NPR 1,005",,,,,hotel
Hotel Sapana Garden,27.7175771,85.3109354,4.3,138,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5G366tLseeBhbKjAtk-llEd8UDZZHFVvbzVY2ZfMqZDR-nkC9_9kzWt7xY1ClRzRZSa8QtKLxGchmUI8bnl_R_KQNUPrXorMLxiBy8NNcBslaHvO3Jo0DJIpv3b94kHkCGwISIhXL1AU-3_hD-sgY-lwFYHKFRWuYxVLFo8R8MrIZe20BZ3HrtkOA=w1200-h1200-k-no,"NPR 3,879",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
Flock Hostel Kathmandu,27.7172244,85.307972,4.4,182,Lodging,https://lh5.googleusercontent.com/p/AF1QipNJlPvgC-yG0a3MidCrNeayGAzaLnUROFmm5bB_=w1200-h1200-k-no,"NPR 1,916",,,,,hotel
Durbar Hotel & Residence,27.7122547,85.3092927,4.3,49,Hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5FqcRC7pVfJ-NqHqM0H1VDCMBGaJc7uBm6sO0pavd5jPz5OtvjWysPbDc1pmJjXydFJk-FAiNdg7sAiC7BDzEfN87cITjt1URVQo4_1IoNUnGpyW8hjH4ka0ofYUiNOnFTyz9zNhtR-uuQtB3eiR1jNqW7o3G64F1cg9n6JDRQxXE3pF8K4_1Hz=w1200-h1200-k-no,"NPR 4,849",,,,,hotel
Newa Home,27.7152927,85.3070449,4.6,146,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipMsuS7cMm2gx89E9AE_D6GeqxekuQE3j6lir0ak=w1200-h1200-k-no,"NPR 1,656",Free Wi-Fi,Air-conditioned,Wi-Fi,Restaurant,hotel
Hotel Pomelo House Inn,27.7119399,85.3070536,3.8,246,2-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5GclM32Eg9tUeBetfxblqmRJOmXilGaRApjx7jv90z9VgxXVctyUMUkZYPkHTcqXRblF-vYAcYphX8QtkD-FhywopHwqyTQzjPdhHsoK3wGM3CJbs2HVpEo1ajMHZbk3Q0lpuK03Brwo5b_FFJR3U2aCfy6oM712YZOtBge6sWhyHsCkv2bayw=w1200-h1200-k-no,"NPR 1,703",Fitness center,Free breakfast,Free Wi-Fi,Free parking,hotel
Capital Boutique Hotel,27.7118344,85.3128696,4.7,56,Hotel,https://lh5.googleusercontent.com/p/AF1QipNwjWGzm0Y5sam90faIz0bDzE72WfgIZIwrlf0F=w1200-h1200-k-no,"NPR 4,045",Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi,hotel
Everest Boutique Hotel,27.7156267,85.3070626,4.4,119,Hotel,https://lh5.googleusercontent.com/p/AF1QipNoevDhV0MrDKFC3NBxfKmyr_NGDz4XjIoMzbZf=w1200-h1200-k-no,"NPR 7,096",,,,,hotel
Aloft Kathmandu Thamel,27.715843,85.3132159,4.6,1914,4-star hotel,https://lh5.googleusercontent.com/p/AF1QipP-Cw-GwRNDKQGCVDy_DcZBVgtceakZp6R6pbQc=w1200-h1200-k-no,NPR 19.3K,Pool,Spa,Fitness center,Free Wi-Fi,hotel
Hotel Mums Home,27.710924,85.3128451,4.4,203,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipNsoyAbncXO77OnvGViO1Dj9xQkgitsee2CJdWV=w1200-h1200-k-no,"NPR 3,942",Free Wi-Fi,Breakfast,Wi-Fi,Restaurant,hotel
Kathmandu Grand Hotel,27.7173711,85.3102138,4.4,61,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipO6fsCIdJUVO7NaXvGxA3IgoXUoKuG-FpetPlpa=w1200-h1200-k-no,"NPR 3,375",Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,hotel
Drishya Hotel,27.6943218,85.2847238,4.7,113,Hotel,https://lh5.googleusercontent.com/p/AF1QipON1ndHoqdCIHuSyiUvbPFnhd9oqTENfuiIhOUe=w1200-h1200-k-no,"NPR 3,785",,,,,hotel
Kathmandu Village House,27.7169415,85.3119047,4.1,76,Hotel,https://lh5.googleusercontent.com/p/AF1QipOt5mucyKZ9YUdhomuyq_LgGDqacG8s_pWvX-Nb=w1200-h1200-k-no,"NPR 1,288",Free Wi-Fi,Wi-Fi,Restaurant,,hotel
Hotel Jay Suites,27.7115512,85.3128983,4.2,150,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipN8YtFGBXcynjNVbcdikohxVI_zbEdwKr0zBWj_=w1200-h1200-k-no,"NPR 4,140",Hot tub,Free Wi-Fi,Air-conditioned,Breakfast,hotel
Ai Boutique Hotel,27.7156543,85.3098582,4.8,169,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5GOQDtn1fNi8Ha3G7mq7bfgOp3RgaLzVHLHF7IVCI48P3GA9Kmi1i90Pvot-kj9ewGklLb94CQV_puwDxjRuca5XzmowniGCzdp-kc-0FYPs4IygqOV2jRnIIIwdlljrdbwAQmZbPeqymm6zubtd3bRBpbC85R8l-FTd8HRxPxAHNSB3KD5rMI0Mw=w1200-h1200-k-no,"NPR 4,879",Free Wi-Fi,Free parking,Air-conditioned,Breakfast,hotel
hotel green orchid pvt ltd,27.7173414,85.3097051,3.6,179,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipMxXNDI7ZlPvTsMrGQQ_ms3soSe4wnJ3lGvRJNF=w1200-h1200-k-no,"NPR 1,301",Free Wi-Fi,Breakfast,Wi-Fi,Restaurant,hotel
Subha Guest House,27.670133,85.428454,4.0,99,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipODIAYRhpTeFCFDkFxyUMKtUdl1LrN5llhxR8EU=w1200-h1200-k-no,"NPR 1,967",Free Wi-Fi,Wi-Fi,Airport shuttle,Restaurant,hotel
Siddhi Home Hotel Bhaktapur,27.671265,85.429573,3.5,44,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5H3ldwM5QW6gFR3rYUbCH2aC3baFqUhqHOtmVn-gY9zneni_4SOvBpnCSSG7F8XmhUbiBwl8-DpZqxbpdAaDfYLjtUrBI5E3I5h18N7SYkQMV2JIMfKsrWAPrPyK0W5mkQWkAVPah0NKaJwgb-gBbVTP5ZWCasJX6PSh8FNuusa6R88yn2oDTQ=w1200-h1200-k-no,"NPR 5,914",Free Wi-Fi,Wi-Fi,Airport shuttle,Restaurant,hotel
Hidden Leaf Bed and Breakfast,27.6753121,85.3065684,4.1,97,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipMzXkL5-kBNgbcj1AfAVtdeCqQdhI_bV9MgqJ9W=w1200-h1200-k-no,"NPR 1,727",Free parking,Free Wi-Fi,Breakfast,Wi-Fi,hotel
The Hotel at the End of the Universe,27.7233944,85.5240101,4.0,633,1-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5F57sTtJCqD2EAR2T7AiSePVs2A24dXByB5edZd0kvclfLvjnlpXfz_IQi5yJF9ozfg830SA_NyrSWhAqvwW-HwSTKIQ0rY_wv3H1QIY2VStzogE8OGBrd8v4C5sbDoy_IWek-YWU0KoEo5xZPSBBpdSFejmciTX50Qt9um7UiHyiNfKpKcy7vr=w1200-h1200-k-no,"NPR 1,308",Free Wi-Fi,Wi-Fi,Airport shuttle,Restaurant,hotel
Hotel Vintage Home,27.6729184,85.4291016,4.7,91,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipMkJ3Bsjg5joJnOt8qfa0cf0PnHKtX7KiWnfQqo=w1200-h1200-k-no,"NPR 2,176",Free Wi-Fi,Wi-Fi,Airport shuttle,Restaurant,hotel
Green Mandala Inn.,27.7438625,85.3696935,4.6,77,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipOF_PV683KUHGkAyKuYVqJi3cfKIZu0Js9YRhRO=w1200-h1200-k-no,"NPR 1,656",Free parking,Free Wi-Fi,Breakfast,Wi-Fi,hotel
Hotel Bhaktapur Inn,27.6743835,85.4283577,4.3,108,2-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5G1b5yuNW0ixYexHADZw-8EB4ffver1v7ixml0VICRY6qoi3r41Ja0Ev7B6q_wgQ6ObHl-PhBq2RzptsbauY7DmmxprU0rFDZWiZeZcmGZaJnU5QLwkBMsRof8V1kihugH0JPR54pWszDjzh_qUg0MkM8CT6lR7g96r7BgkzofOrl5Q7iRz6IIU=w1200-h1200-k-no,"NPR 2,136",Free parking,Free Wi-Fi,Wi-Fi,Airport shuttle,hotel
HOTEL CENTRAL BHAKTAPUR,27.6727749,85.4296496,4.7,29,Hotel,https://lh5.googleusercontent.com/p/AF1QipPzC_-AfCoxnd5_loA8ESQt0ZDVtD1YYQC7AUTi=w1200-h1200-k-no,"NPR 4,009",Free parking,Free Wi-Fi,Wi-Fi,Restauranthotel,hotel
Lasa Kusa Homestay,27.6656615,85.3302969,4.4,17,Bed & breakfast,https://lh5.googleusercontent.com/p/AF1QipNetJ9r-t9-DJQHqKOqxByG-_AoauR8OOieMC82=w1200-h1200-k-no,"NPR 1,492",,,,,hotel
Hotel Garuda,27.6708078,85.4288783,4.8,4,Hotel,https://lh5.googleusercontent.com/p/AF1QipP14NU640-LAaNdJB7xhwUoatMSEBnAodUQrcYs=w1200-h1200-k-no,"NPR 3,371",,,,,hotel
Hotel Rupakot & Roof Top Restaurent,27.6704161,85.4287529,4.9,40,Hotel,https://lh5.googleusercontent.com/p/AF1QipPGreIXb-nCvjuR1iU85YRZNzW32oKWE-QQRjD_=w1200-h1200-k-no,"NPR 2,661",Free parking,Free Wi-Fi,Breakfast,Wi-Fi,hotel
Sudha's Garden Home,27.722517,85.3545881,3.6,186,2-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5E0DavXHgrk9CGlPTkgRzMa_VDwyLOM0TEdz1AgL3Z5-QVBBKFCdTLUrbypKI7pNz8HdArtqPyonQUfsYWEa4f-5T6yMaHqTUlEPCFLhJxTFnnPfp3-af49Iq5R2ozLZx_fNiDQ6-VuP4kzWf5eSX6gQ-rMbzxuW-ymBm8pGdvxEwamDvxc_kRquQ=w1200-h1200-k-no,NPR 942,Free parking,Free Wi-Fi,Wi-Fi,Airport shuttle,hotel
Hotel Shivam Plaza,27.7046421,85.3467577,3.6,394,3-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5EMY8xKNGpuLBspkjmOfyGhd1NKYVoMfa02jOviIzLbdxZKi-oSJLCPZkIa61M4QkPqWun3h6bWWkG_8o3do9VArRfGVAQO9QOgw-iYjkxydbN3g6s8fzJP5LrNpIpPHdKlCG9C7N6jwvcRhFKurWXSm4c6IakXphwdo3kxqj0adyDe5sofVwlH=w1200-h1200-k-no,"NPR 1,510",Free parking,Free Wi-Fi,Air-conditioned,Wi-Fi,hotel
Golden Gate Guest House,27.6717055,85.4286971,3.7,34,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipPsKp7iwpDn_A39pOa3alqtMWBINjURgiSfgl3t=w1200-h1200-k-no,"NPR 1,829",Free parking,Free Wi-Fi,Wi-Fi,Airport shuttle,hotel
OYO 271 Hotel Golden Three,27.613245,85.3563886,3.5,85,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipOVsrm5PAfCdwsrzpFHtydREfZ9wMWOts4B0Mfi=w1200-h1200-k-no,"NPR 1,971",Free Wi-Fi,Wi-Fi,Parking,Restaurant,hotel
Milla Guesthouse,27.6742668,85.4339479,4.5,27,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipOw0oNY2MT66fMLDPBI6dIyj4wpgf8OAGOkyZG_=w1200-h1200-k-no,"NPR 1,973",Free breakfast,Free Wi-Fi,Breakfast,Wi-Fi,hotel
Hotel Heritage Bhaktapur,27.6674397,85.4248778,4.3,273,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipNTm_S4InPvxvFM_2JuQwGl_QT5J0D_i_ne2RvP=w1200-h1200-k-no,"NPR 7,596",Free parking,Free Wi-Fi,Air-conditioned,Breakfast,hotel
Bhaktapur City Hotel,27.6711225,85.4378277,,0,Hotel,https://lh5.googleusercontent.com/p/AF1QipPCCxWaeBPhhC8reYTQP1w87j1pfEkLmQPpnnkn=w1200-h1200-k-no,"NPR 2,957",,,,,hotel
Sweet Inn,27.6729812,85.4300503,5.0,2,2-star hotel,https://lh5.googleusercontent.com/p/AF1QipMrtncdR28Js3gQpY78x52B0gV4P1naYZp-pb8u=w1200-h1200-k-no,"NPR 1,620",Free parking,Free Wi-Fi,Wi-Fi,Airport shuttle,hotel
Langtang View Nagarkot Bed & Breakfast,27.7183968,85.5193434,3.9,220,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipMmy_cDumYJq65jLQQE4rySRgJC4ApxbMH73P9g=w1200-h1200-k-no,"NPR 1,827",Free parking,Free Wi-Fi,Wi-Fi,Airport shuttle,hotel
Hotel Manohara,27.6812886,85.3607323,3.6,186,3-star hotel,https://lh5.googleusercontent.com/p/AF1QipPqrjHz3o__Dd9eQAVheoM_x53C0kZWmzUUjv1c=w1200-h1200-k-no,"NPR 1,967",Free Wi-Fi,Wi-Fi,Restaurant,Pet-friendly,hotel
Sunrise point home stay,27.7168893,85.5258337,4.8,44,Hotel,https://lh5.googleusercontent.com/p/AF1QipNCKbwEdm5goBIJw5zKqj-2VpzXpohFUGLwMe0b=w1200-h1200-k-no,NPR 920,,,,,hotel
Hotel Mount Paradise (with separate kitchen for Vegans),27.712637,85.5207655,4.3,168,2-star hotel,https://lh3.googleusercontent.com/gps-proxy/AE4_-5EzfopYTQxty7RKEHbSBUSq2Gz8ZkGjwxBJOth5vighKS6TDtZC3JWn93vSWHQvXj0F2F3iEI-lrUR3Ws7vBwXVMLdt3wfbCAkqi5vhAukGjg4qa0co_EmqHURjlP5Y8D5cMWNfEgRNWZLVGzxr0YlnoQwcVvpnV6jGSsC5ZTHrIA0L-PslspH5bg=w1200-h1200-k-no,"NPR 1,121",Free Wi-Fi,Wi-Fi,Airport shuttle,Restaurant,hotel
